ZIP,NAME,FACILITY_TYPE,latitude,longitude
33010,World Children's Academy,Private School,25.83036,-80.26254
33196,World Hope Academy,Private School,25.64001,-80.43884
33155,Palmetto Christian School,Private School,25.71786,-80.30396
33030,Little Lamb Christian Academy,Private School,25.48178,-80.4641
33013,International Children's Academy ,Private School,25.86757,-80.27116
33136,Debbie School UM,Private School,25.79122,-80.21448
33010,Lincoln-Marti Schools - W 11th St,Private School,25.83139,-80.28394
33012,Little Star Learning Academy LLC,Private School,25.85509,-80.3083
33183,Good Shepherd Catholic School,Private School,25.70052,-80.42159
33166,Star Babies Learning Center,Private School,25.82101,-80.27973
33158,Sunrise School of Miami,Private School,25.63224,-80.30234
33125,Kiddie Ranch Nursery and Kindergarten,Private School,25.78673,-80.23682
33196,Kingdom Academy II,Private School,25.67072,-80.46833
33014,Discover Montessori Academy - Miami Lakes Campus,Private School,25.91574,-80.30389
33015,Golden Mittens Montessori,Private School,25.93329,-80.32785
33173,Gateway Christian School,Private School,25.70789,-80.35153
33186,The Creative Learning Center,Private School,25.67202,-80.39717
33177,Bumble Bee Daycare Learning Center,Private School,25.58169,-80.39112
33015,Little College at Ludlam C. Corp,Private School,25.92764,-80.30797
33166,Loyola Elementary,Private School,25.83098,-80.30459
33162,Allison Academy,Private School,25.92738,-80.16291
33150,Bright Future School of Excellence,Private School,25.87036,-80.21159
33165,FL Academy,Private School,25.7321,-80.36327
33184,Unique Learning Center Inc. ,Private School,25.76014,-80.43032
33054,Little Rock Academy,Private School,25.91128,-80.23085
33140,The Montessori Academy at St. John's,Private School,25.82316,-80.12619
33175,140th Avenue KinderCare,Private School,25.72205,-80.42065
33162,Klurman Elementary School Boys Girls ,Private School,25.92696,-80.17887
33158,Alexander Montessori School - Ludlam Campus,Private School,25.63297,-80.30237
33145,Brito Miami Private School,Private School,25.74978,-80.24291
33147,Lincoln-Marti Schools #85 - 21st Ct,Private School,25.86808,-80.23261
33129,Global Connection Preschool,Private School,25.75609,-80.20652
33157,Little Wonders Learning Academy and Preschool,Private School,25.61749,-80.3444
33054,Academy of Excellence 1,Private School,25.90399,-80.25103
33016,Tiny Smile Learning Center,Private School,25.86906,-80.32489
33169,TLC Scholars,Private School,25.94303,-80.20262
33143,Mater Virtual Academy,Private School,25.70372,-80.29717
33170,Touch of Love,Private School,25.56318,-80.38678
33012,All Skills Builders Childcare,Private School,25.84942,-80.30895
33018,Thumbelina Academy Day Care Pre-K,Private School,25.89806,-80.35604
33125,Beautiful Beginnings Preschool and Daycare,Private School,25.77884,-80.24798
33030,The Thinking Child Christian Academy School,Private School,25.47374,-80.48043
33142,It's a Small World Learning Center V,Private School,25.81707,-80.23276
33155,The Miami Sudbury School,Private School,25.71786,-80.30396
33165,Olympia Heights Methodist Preschool Kindergarten,Private School,25.73413,-80.35094
33189,St Faith's Episcopal School,Private School,25.576,-80.36285
33014,TRU Prep Academy,Private School,25.9171,-80.27677
33133,Ransom Everglades Upper School,Private School,25.72284,-80.24421
33165,West Dade Academy,Private School,25.73735,-80.37295
33180,TVC Academy - The Victory Center for Autism and Related Disabilities,Private School,25.94993,-80.15225
33054,Betesda Christian School,Private School,25.89651,-80.25406
33183,Sunset Preparatory School,Private School,25.70127,-80.38671
33144,The 2nd House Academy Corp,Private School,25.76898,-80.33424
33010,Colorin Preschool Inc.,Private School,25.84029,-80.27374
33032,Mini Me Learning Center IV Inc.,Private School,25.5064,-80.43799
33166,iLEARN Preparatory ,Private School,25.81035,-80.31624
33184,Belen Jesuit Preparatory School,Private School,25.76685,-80.40198
33157,Cutler Bay Christian Academy,Private School,25.58923,-80.37303
33161,HYCCF - Early Step Learning Center,Private School,25.90886,-80.18759
33183,Smart Starts Early Learning Center,Private School,25.70148,-80.38989
33129,Cherry Blossom Learning Center,Private School,25.75296,-80.21117
33145,Jose Marti School 3rd Campus,Private School,25.75604,-80.24647
33125,Arcadia Learning Academy,Private School,25.77521,-80.2313
33127,RJW The Academy of Arts Sciences,Private School,25.83112,-80.20992
33010,It's a Small World Learning Center III,Private School,25.82372,-80.27313
33173,American High School Academy,Private School,25.70025,-80.36094
33157,Wiz Kidz Learninig Center 2,Private School,25.60462,-80.35294
33165,St Brendan Elementary School,Private School,25.74068,-80.33753
33186,Happy Memories Learning Center Corp,Private School,25.67425,-80.42084
33013,Edison Private School,Private School,25.85634,-80.27493
33187,REM Learning Center South,Private School,25.6143,-80.43075
33181,Beth Moshe Early Childhood Center ,Private School,25.88808,-80.15431
33161,Atelier Kids,Private School,25.87942,-80.17277
33032,South Point Academy,Private School,25.50773,-80.4373
33162,New Generation Preparatory School,Private School,25.92789,-80.19319
33018,Magic Kids Learning Center II,Private School,25.88346,-80.34628
33032,Princeton Christian Secondary School ,Private School,25.53568,-80.40769
33166,Miami Springs Learning Center,Private School,25.8236,-80.28314
33135,Lincoln-Marti Schools #15 -3rd St,Private School,25.77055,-80.22008
33015,Virtual Learning Academy,Private School,25.93794,-80.31144
33012,Catepillar Academy DayCare,Private School,25.87232,-80.28402
33145,MLMPI Prep Academy 4,Private School,25.75085,-80.2284
33165,Florida Christian School,Private School,25.72995,-80.34064
33170,Grace Christian Leadership Academy,Private School,25.56615,-80.37051
33135,Lincoln-Marti Community Agency 23,Private School,25.76429,-80.23301
33133,St Stephen's Episcopal Day School,Private School,25.72696,-80.24219
33176,Greenfield Day School,Private School,25.66513,-80.37385
33138,Tangerine Learning Center,Private School,25.84563,-80.18422
33193,Puzzle Academy ,Private School,25.70035,-80.4478
33126,US International Christian Academy,Private School,25.78379,-80.29252
33166,Miami Virtual School,Private School,25.82112,-80.32663
33186,A New World Academy - South,Private School,25.68479,-80.38567
33142,A League of Their Own Academy,Private School,25.81338,-80.23194
33166,Grace Lutheran Learning Center,Private School,25.81928,-80.28428
33157,Christ Fellowship Academy,Private School,25.61338,-80.33828
33166,AKTIV Learning Academy,Private School,25.80766,-80.30168
33135,Pineview Preschools Downtown,Private School,25.77308,-80.22561
33133,Coconut Grove Montessori School Toddler Campus,Private School,25.735,-80.24735
33135,Carpe Diem Academy Little Havana,Private School,25.7717,-80.2291
33012,Our Lady of Charity Private School,Private School,25.86187,-80.32114
33014,Kid's Choice Learning Center - Miami Lakes,Private School,25.91197,-80.30107
33143,Our Lady of Lourdes Academy,Private School,25.69389,-80.28161
33033,Lincoln-Marti Community Agency 28,Private School,25.49889,-80.43769
33168,Keystone National High School,Private School,25.89305,-80.20221
33157,ATAP Academy,Private School,25.59653,-80.3698
33176,S.T.A.R.S. Autism School,Private School,25.66826,-80.37903
33175,Rosemont Academy,Private School,25.72123,-80.39885
33158,Alexander Montessori School - Old Cutler Campus,Private School,25.63676,-80.30905
33034,Univercity Early Learning Center,Private School,25.45001,-80.47806
33013,A Small World Learning Center Academy,Private School,25.845,-80.26517
33143,The Mandelstam School,Private School,25.69189,-80.28564
33142,Citi Christian Academy,Private School,25.80907,-80.22876
33132,The Learning World Academy in Downtown,Private School,25.79006,-80.18574
33155,Carousel Learning Academy 2,Private School,25.75542,-80.30993
33125,Easterseals Academy - Autism School,Private School,25.78887,-80.21856
33138,American Worldwide Academy,Private School,25.84966,-80.18444
33127,Sheyes of Miami Daycare I,Private School,25.83132,-80.20714
33178,Building Future Minds,Private School,25.80785,-80.36873
33033,Juanita G Hawkins Academy,Private School,25.49944,-80.40653
33014,Educational World Learning Center,Private School,25.92232,-80.29751
33012,Growing Treasures Private School,Private School,25.85382,-80.32
33175,Lago Mar Pre-School II,Private School,25.73016,-80.40289
33142,Watch Me Grow Learning Center IV,Private School,25.80363,-80.24795
33186,Lincoln-Marti Community Agency 30,Private School,25.64475,-80.38255
33133,St Hugh Catholic School,Private School,25.7241,-80.2473
33168,It Takes A Village Acadmey of Excellence,Private School,25.88648,-80.20295
33141,St. Joseph's Catholic School,Private School,25.87224,-80.12349
33147,The Carter Academy II,Private School,25.86084,-80.23019
33033,Brilliant Beginning Learning Center,Private School,25.47656,-80.44893
33032,Promised Land Academy for Christian Educat,Private School,25.51109,-80.43793
33156,Village Montessori School - Killian Campus,Private School,25.66562,-80.33451
33157,Wonderful Paradise Learning Center I,Private School,25.59653,-80.36983
33173,Be Unique Academy Prep Inc,Private School,25.69122,-80.37171
33033,Campbell Academy,Private School,25.47782,-80.45857
33138,Archdiocese of Miami Virtual Catholic School,Private School,25.86152,-80.18052
33030,Lincoln-Marti Community Agency 77,Private School,25.47473,-80.47764
33161,A GSA Academy - Good Shepherd Academy,Private School,25.90886,-80.18759
33032,Promising Future Academy,Private School,25.5189,-80.4112
33157,Little Language Academy,Private School,25.61855,-80.36016
33172,The 2nd House Daycare Preschool II,Private School,25.77044,-80.33852
33176,Our Pride Academy,Private School,25.67492,-80.36833
33161,Miami Shores Montessori School,Private School,25.874,-80.18626
33129,St Peter & Paul Catholic School,Private School,25.7597,-80.2136
33143,Miami Learning Experience,Private School,25.71703,-80.32314
33168,Trinity Church School,Private School,25.88946,-80.21
33176,Kiddie Kampus Learning Center,Private School,25.6713,-80.35186
33165,Villa Learning Center I,Private School,25.74649,-80.35316
33127,Inner City Dance Club Academy of Excellence,Private School,25.83172,-80.21139
33161,North Miami Early Childhood School and Day Care Center,Private School,25.89959,-80.17402
33194,Lincoln-Marti Community Agency 56,Private School,25.76065,-80.44829
33157,Dade Prep Academy - Revelation School of Florida,Private School,25.59561,-80.36418
33013,Nana's Child Care Learning Center,Private School,25.85439,-80.27438
33138,The French American School - North Campus,Private School,25.85652,-80.18413
33157,The Carrie Brazer Center for Autism - South Campus,Private School,25.61281,-80.35289
33012,Primary Learning Academy,Private School,25.86792,-80.29455
33032,Life Pointe Church Childcare,Private School,25.51098,-80.43829
33054,Betty's Preschool Academy Inc,Private School,25.92507,-80.2638
33149,St Agnes Academy,Private School,25.69974,-80.16523
33173,Carpe Diem Academy Kendall,Private School,25.69058,-80.37374
33184,Lincoln-Marti Community Agency 43,Private School,25.75926,-80.42738
33176,Tiny Steps Daycare II,Private School,25.68783,-80.36296
33054,Kings & Queens ITAV Academy,Private School,25.92532,-80.2323
33162,Rising Stars Daycare and Learning Center,Private School,25.92731,-80.16535
33030,A Learning Day Care for Kids,Private School,25.46963,-80.47498
33169,Reviver Academy ,Private School,25.92337,-80.20927
33032,Lovely Stars Academy II,Private School,25.53876,-80.37165
33180,Kesher L.D. School,Private School,25.94986,-80.15368
33018,Reagan Educational Academy,Private School,25.89009,-80.3476
33180,The Tauber Academy,Private School,25.9648,-80.14195
33167,Small Kids Academy,Private School,25.89001,-80.23478
33155,A & A Children's Academy I,Private School,25.72798,-80.29978
33055,New Life Baptist Church S/Academy,Private School,25.93181,-80.2828
33030,Tiny Tykes Academy,Private School,25.47494,-80.47707
33018,Royal Kids Academy,Private School,25.88754,-80.36649
33175,A Sunny Start Preschool I - Coral Way,Private School,25.74178,-80.42338
33055,His House Academy,Private School,25.95795,-80.28066
33012,My Child's Dream Day Care,Private School,25.86096,-80.31439
33012,Jiny's Learning Center,Private School,25.87099,-80.31681
33127,Education Academy of Excellence,Private School,25.82511,-80.212
33030,Colonial Christian School,Private School,25.49249,-80.46836
33186,Atlantic Christian Academy,Private School,25.64812,-80.40632
33142,Excel Preparatory Academy - Miami Campus,Private School,25.82515,-80.24114
33149,St Christophers - By-The-Sea Montessori School,Private School,25.69886,-80.1635
33147,Jackson Preparatory Academy,Private School,25.83388,-80.24
33135,Lincoln-Marti Community Agency 16,Private School,25.76868,-80.22143
33161,Amazing Learning Academy,Private School,25.88912,-80.18775
33130,Lincoln-Marti Schools #10- 1st St,Private School,25.77272,-80.21166
33174,St Agatha School,Private School,25.75885,-80.3677
33155,The Montessori Garden,Private School,25.74986,-80.32327
33135,Lincoln-Marti Schools - 22nd Ave,Private School,25.76645,-80.23096
33160,North Miami Beach Academy,Private School,25.93142,-80.15406
33177,First Impressions Pre-School,Private School,25.58227,-80.39115
33054,South Florida School Of Excellence Special Ed,Private School,25.89658,-80.25563
33169,Thumbelina Learning Center VII,Private School,25.92453,-80.2036
33172,The Learning World Academy in Doral,Private School,25.80699,-80.34423
33010,Nuevos Horizontes Daycare,Private School,25.82792,-80.28086
33150,KIDCO IV,Private School,25.83834,-80.20218
33015,All Stars Educational Academy,Private School,25.94182,-80.32451
33013,Hialeah Harvest Learning Center ,Private School,25.84463,-80.26575
33034,Bethel Elementary School of Seventh-Day Adv,Private School,25.46101,-80.49399
33056,William A. Kirlew Jr. Academy,Private School,25.94683,-80.25417
33185,Infinite Horizons Learning Center,Private School,25.72973,-80.43829
33016,Tutor Me Daycare,Private School,25.87577,-80.33191
33169,Empowering Youth Inc. 2,Private School,25.94209,-80.2097
33184,Conchita Espinosa Academy,Private School,25.76307,-80.40584
33166,World of Kids Academy,Private School,25.82397,-80.32905
33180,Spirit of Christ Child Development Center and Academy,Private School,25.94985,-80.14841
33033,My Little Angels II,Private School,25.49358,-80.45393
33129,Gordon Schools of Beth David Congregation,Private School,25.75443,-80.20803
33127,Jay's Learning Center I,Private School,25.82576,-80.21469
33175,Stars Dance Studio,Private School,25.7319,-80.41637
33015,Dade Christian School (DCS),Private School,25.92668,-80.30648
33196,The Learning Experience - Kendall,Private School,25.68342,-80.44489
33033,Villa Preparatory Academy Corp,Private School,25.49951,-80.40655
33165,St Timothy Parish School,Private School,25.71711,-80.35997
33145,AFSN Academy,Private School,25.75051,-80.22479
33145,Jose Marti School 1st Campus,Private School,25.75576,-80.23815
33015,Country Club Children's Education Center,Private School,25.94412,-80.30857
33147,It's A Small World Learning Center VII,Private School,25.85278,-80.23357
33139,Lubavitch Educational Center - Yeshiva Gedolah,Private School,25.78242,-80.14135
33157,MLMPI Prep Academy 3,Private School,25.59644,-80.36015
33014,Roblanca Academy,Private School,25.88609,-80.30696
33186,On the Horizon Learning Center,Private School,25.655,-80.38286
33135,Sunflowers Academy,Private School,25.76631,-80.24125
33173,Happy Faces Academy LLC,Private School,25.7023,-80.3489
33156,Pinecrest Presbyterian Day School,Private School,25.67435,-80.28471
33013,Edison Private Pre-School,Private School,25.85633,-80.2752
33157,Lincoln-Marti Schools - 168th St,Private School,25.61428,-80.34532
33016,United Community Options of S FL United Cerebral,Private School,25.8956,-80.33827
33161,Biscayne Park School Early Learning Center,Private School,25.87889,-80.18489
33172,Dancetown Homeschool Academy,Private School,25.79526,-80.33748
33013,Children's Paradise Learning Center II,Private School,25.87628,-80.28265
33185,Tiny Steps Preschool III,Private School,25.71285,-80.43202
33014,Miami Lakes Christian Academy,Private School,25.91001,-80.30252
33166,Blessed Trinity Catholic School,Private School,25.81129,-80.29131
33143,La Scuola - Main Campus,Private School,25.70248,-80.31433
33160,Stone Coast Academy Online Private School,Private School,25.92757,-80.15562
33168,St James Catholic School,Private School,25.89514,-80.20882
33189,Cornerstone Kids Preschool,Private School,25.57454,-80.34348
33155,Westchester Academy and Learning Center,Private School,25.74902,-80.31706
33156,Linden Preparatory,Private School,25.67318,-80.3185
33174,The 2nd House Daycare Preschool III,Private School,25.76031,-80.33661
33170,Children's Rainbow Day School and Academy,Private School,25.55396,-80.39543
33141,Yeshiva Elementary School,Private School,25.86432,-80.12509
33056,Sprouting to Success,Private School,25.93865,-80.24479
33141,KLA Schools of North Bay Village,Private School,25.84761,-80.15104
33175,Academir Preschool Learning Center III ,Private School,25.74259,-80.42853
33196,Miami Baptist Preschool,Private School,25.68536,-80.43569
33014,Trinity Christian Academy Middle School,Private School,25.89831,-80.31396
33176,Kendall Speech and Language Center Inc.,Private School,25.67267,-80.36855
33155,First Launch Preparatory,Private School,25.74842,-80.32324
33032,Crystal Learning Center,Private School,25.51548,-80.41534
33175,St Kevin Catholic School,Private School,25.73073,-80.39853
33189,Kids Learning Center II,Private School,25.58011,-80.36735
33010,Masters Preparatory School - East Hialeah,Private School,25.83435,-80.27358
33177,Mini Me Academy,Private School,25.60444,-80.41443
33136,RJW The Academy of Arts Sciences,Private School,25.78232,-80.20202
33010,My First Step Learning,Private School,25.83184,-80.26647
33161,Bridge of Help International Inc,Private School,25.91285,-80.17616
33054,America's Little Leaders Academy,Private School,25.91305,-80.24371
33167,Dr. John A. Mckinney Christian Academy,Private School,25.89681,-80.2362
33137,Morningside Montessori School,Private School,25.822,-80.18657
33150,New Jerusalem Christian Academy,Private School,25.854,-80.21126
33176,Atlantis Academy Miami,Private School,25.67948,-80.36854
33155,The Montessori Garden,Private School,25.7328,-80.32866
33142,Center of Life Academy,Private School,25.8196,-80.2247
33010,Cinderella School,Private School,25.84286,-80.30593
33030,Kingswood Montessori School,Private School,25.48374,-80.5172
33173,Smart Starts Learning Center,Private School,25.70205,-80.35494
33012,South Florida Institute of Technology Hialeah,Private School,25.86538,-80.30868
33013,My World Learning Center,Private School,25.85073,-80.27426
33016,New Angels Day Care,Private School,25.91485,-80.33276
33147,A New World Academy - North,Private School,25.84634,-80.22247
33147,Thumbelina Learning Center V,Private School,25.8507,-80.23414
33018,Angels Reach Academy for Divergent Learners,Private School,25.88348,-80.36043
33181,Lanaar Elementary School,Private School,25.88808,-80.15431
33030,Bright Academy Center,Private School,25.47336,-80.47724
33012,Los Pinos Nuevos Academy,Private School,25.84777,-80.29128
33142,It's A Small World Elementary School,Private School,25.81697,-80.23214
33162,Beth Jacob High School Inc,Private School,25.92509,-80.17744
33156,KUMC Preschool,Private School,25.67318,-80.3185
33189,Golden Horizon Academy of Cutler Bay Inc,Private School,25.58269,-80.33085
33156,Fusion Academy Miami,Private School,25.68567,-80.31414
33034,Avant School of Excellence,Private School,25.44712,-80.48904
33180,KLA Schools of Aventura,Private School,25.96419,-80.14609
33186,Sunshine Learning Miami,Private School,25.65297,-80.41104
33174,Little Village Day Care And Learning Center,Private School,25.76978,-80.35058
33168,Lively Stones For Jesus School of The Future,Private School,25.88392,-80.21426
33156,St Thomas Episcopal Parish School,Private School,25.68912,-80.28389
33165,Coral Park Christian Academy,Private School,25.75557,-80.33702
33165,The 2nd House Daycare Preschool IV,Private School,25.73385,-80.35521
33010,Happy Babies,Private School,25.83296,-80.28132
33175,New Jerusalem Preparatory,Private School,25.716,-80.39164
33169,St. Anthony's School of Higher Education,Private School,25.94405,-80.20445
33125,Lincoln-Marti Schools #14 - 14th St,Private School,25.78723,-80.2212
33157,KLC Academy and Learning Center,Private School,25.58838,-80.3566
33033,Wonderful Paradise Learning Center I,Private School,25.49135,-80.45367
33016,Growing Treasures Learning Center II,Private School,25.86897,-80.33509
33178,The Joy of Learning,Private School,25.80771,-80.38099
33125,Diamond Minds,Private School,25.78806,-80.21815
33162,Dade Institute of Technology,Private School,25.92501,-80.17687
33055,ACE Academy North,Private School,25.95869,-80.2802
33034,ACE Academy School,Private School,25.44807,-80.48566
33056,Hardemon Angels Academy II,Private School,25.94129,-80.25088
33177,My Academy Preschool and Learning Center,Private School,25.58763,-80.39667
33166,Miami Springs Seventh-Day Adventist,Private School,25.81273,-80.28871
33190,La Petite Academy of Miami - Cutler Bay Campus,Private School,25.56604,-80.34866
33054,Little Ones Academy ,Private School,25.8982,-80.24189
33134,The Growing Place,Private School,25.74903,-80.26572
33135,A & G Day Care Learning Center,Private School,25.77298,-80.23001
33169,Delta's Christian School of Excellence,Private School,25.94367,-80.20467
33165,King's Christian School,Private School,25.72819,-80.34078
33010,Lincoln-Marti Schools - 1725,Private School,25.83761,-80.27371
33161,Get Smart Kids Acadmey,Private School,25.89106,-80.16694
33179,Community Learning Academy,Private School,25.96192,-80.18905
33162,ABC Academy,Private School,25.93135,-80.19215
33185,Hallbridge Preparatory,Private School,25.71272,-80.44878
33056,Etta Mae Anderson Private School,Private School,25.93723,-80.26066
33156,Gulliver Preparatory School,Private School,25.68983,-80.29996
33143,Pineview Preschools Sunset,Private School,25.70431,-80.29672
33165,Little Heroes Academy Corp.,Private School,25.73243,-80.37494
33174,Pinecrest Academy North Campus,Private School,25.77003,-80.36166
33168,Marie A. Rivette Child Development Center,Private School,25.89247,-80.2023
33166,Dawere International High School,Private School,25.82859,-80.33644
33056,Christ Children Academy,Private School,25.93984,-80.24983
33156,American Academy of Pinecrest,Private School,25.65242,-80.32965
33014,Gratigny Day Care Center ,Private School,25.88323,-80.32055
33155,Alpha & Omega Christian Learning Center,Private School,25.7171,-80.32126
33144,New Horizons Preschool Private School I,Private School,25.76159,-80.32715
33174,STARS Autism School,Private School,25.75537,-80.3356
33144,Yin Yang Academy,Private School,25.7636,-80.29364
33054,Khaila Montessori Academy,Private School,25.92135,-80.23616
33125,South Florida Institute of Technology,Private School,25.77998,-80.23962
33180,Yotzer Ohr Inc.,Private School,25.94993,-80.15225
33161,Holy Cross Lutheran School,Private School,25.89911,-80.1854
33172,A Better Day Therapy Learning Center ,Private School,25.79629,-80.35157
33012,Chanty Learning Center DBA We Love Kids,Private School,25.84828,-80.3
33030,Great Beginnings Private School,Private School,25.47734,-80.40933
33165,Bridgeprep Academy South campus,Private School,25.71417,-80.36753
33169,Grace United Learning Center,Private School,25.94252,-80.21733
33126,Bamby's Daycare Center Nursery School Inc,Private School,25.78069,-80.26826
33138,Miami Shores Baptist Academy,Private School,25.86293,-80.18969
33155,International Bilingual Montessori School,Private School,25.73336,-80.29766
33165,Christopher Columbus High School,Private School,25.74166,-80.33695
33183,MOT Academy,Private School,25.70824,-80.42312
33054,Little Rascals Learning Center,Private School,25.9259,-80.24285
33015,Precious Time Childcare and Learning Center,Private School,25.93355,-80.32667
33183,Calusa Preparatory School,Private School,25.70158,-80.39702
33127,Step By Step Preparatory School LLC,Private School,25.81587,-80.20763
33178,Little Heroes Learning Center & K1,Private School,25.81009,-80.34976
33010,Einsteins Learning Center 1 Inc,Private School,25.83055,-80.27031
33147,Lincoln-Marti Schools - 21st Ct,Private School,25.86777,-80.23258
33141,Mater Beach Academy,Private School,25.87134,-80.12342
33133,Vanguard School of Coconut Grove,Private School,25.71805,-80.25228
33032,ABF Learning Center,Private School,25.5077,-80.39744
33018,Kid's Dream Learning Center,Private School,25.89179,-80.35546
33170,Poise Academy,Private School,25.55488,-80.36469
33173,Sunset Christian Academy,Private School,25.70272,-80.34555
33176,Riviera Preparatory School,Private School,25.67946,-80.33487
33134,St Phillips Episcopal School,Private School,25.74802,-80.27822
33155,Bottega Child Development Center ,Private School,25.73408,-80.29087
33196,Town Center Preschool,Private School,25.67301,-80.44134
33127,Care Elementary School,Private School,25.79608,-80.19662
33142,Miami International Academy,Private School,25.81525,-80.22403
33144,Tiny Steps Daycare Learning Center,Private School,25.77077,-80.31013
33126,Crisda Christian Academy,Private School,25.77277,-80.32599
33169,Good Shepherd Academy ,Private School,25.95811,-80.20732
33143,L'atelier School,Private School,25.70502,-80.29099
33055,Bethany Child Development Center,Private School,25.93936,-80.27404
33186,Deerwood KinderCare,Private School,25.62933,-80.38987
33142,Tops Christian Academy,Private School,25.80847,-80.22214
33033,Wonderful Paradise Learning Center II,Private School,25.49914,-80.44123
33157,Career Prep Academy of South Florida - Cutler Bay,Private School,25.58947,-80.36173
33162,Sha'Arei Bina Torah Academy for Girls,Private School,25.92693,-80.16877
33186,Integral Development Services Inc ,Private School,25.65044,-80.39157
33143,The Carrie Brazer Center for Autism - Sunset Campus,Private School,25.70212,-80.31638
33131,WorldEd International School,Private School,25.76497,-80.19145
33012,Discovery Achievement Center,Private School,25.86798,-80.31134
33133,Carrollton School of The Sacred Heart,Private School,25.71928,-80.24609
33012,Happy House Learning Canter,Private School,25.86024,-80.31423
33180,Chabad Chayil - Highland Lakes,Private School,25.97155,-80.14988
33056,Kid's Haven Academy,Private School,25.94309,-80.24401
33142,Sheyes of Miami Elementary Inc.,Private School,25.8184,-80.24512
33185,PlayCare Learning Center,Private School,25.72953,-80.43334
33034,Kinderland 4 Kids II,Private School,25.44705,-80.48499
33176,Victoria's Playhouse Daycare Pre-K,Private School,25.68754,-80.35649
33147,Lincoln-Marti Community Agency 21,Private School,25.86865,-80.23248
33170,Lincoln-Marti Community Agency 88,Private School,25.56145,-80.37176
33186,Kid's Land Christin School,Private School,25.68127,-80.41572
33018,Angels Love Care,Private School,25.88562,-80.34818
33018,Kids University II,Private School,25.89716,-80.34168
33156,Cattoira Montessori School,Private School,25.6835,-80.32278
33157,Winhold Montessori Schools,Private School,25.6067,-80.34763
33012,Lincoln-Marti Schools #45- 45 Pl,Private School,25.86348,-80.28352
33170,Diamond Learning Center,Private School,25.568,-80.36452
33196,Fantasy World Learning Center,Private School,25.65968,-80.43269
33162,Sprout Kids Academy,Private School,25.9242,-80.16663
33169,Diamond Minds Transformational Leadership Academy,Private School,25.92105,-80.21848
33147,Faces Learning Academy,Private School,25.8339,-80.22682
33147,Kiilys Kids,Private School,25.84667,-80.23894
33016,Five Star Learning Center,Private School,25.88348,-80.33039
33127,B.Wright Leadership Academy,Private School,25.83154,-80.20875
33146,Mrs. Payan's School,Private School,25.72106,-80.26111
33180,MARJCC - Micheal-Ann Russell Jewish Community Center,Private School,25.94991,-80.15338
33146,Riviera Day School,Private School,25.70563,-80.28141
33054,SFSE- Autism and Intellect Program,Private School,25.90196,-80.25144
33137,MIA Piccolo Montessori School,Private School,25.79911,-80.19111
33147,Meyga Learning Center,Private School,25.83168,-80.22236
33174,Fantastic Land Learning Center,Private School,25.76078,-80.351
33162,Two Sisters Angels Preschool,Private School,25.91678,-80.19106
33147,Boys and Girls Preschool,Private School,25.8457,-80.2413
33150,Mt Calvary Daycare Center,Private School,25.83184,-80.21545
33157,Palmer Trinity School,Private School,25.60165,-80.32144
33156,Gulliver Montgomery Drive Campus,Private School,25.6588,-80.31709
33155,Our Internatioanl Academy at Coral Gables,Private School,25.74003,-80.3022
33175,Gladeview Christian School,Private School,25.7451,-80.39271
33131,Key Point  Christian Academy,Private School,25.76766,-80.1895
33147,The Carter Academy ,Private School,25.86776,-80.23458
33135,St Matthew's Lutheran School,Private School,25.76646,-80.23631
33140,Mesivta of Greater Miami,Private School,25.81196,-80.13656
33138,Yvonne Learning Center (YLC),Private School,25.84487,-80.19496
33016,American Christian School Art Center,Private School,25.87606,-80.32414
33010,Shanti Kids Preschool,Private School,25.84776,-80.28598
33012,Prats Early Learning Academy,Private School,25.87223,-80.30769
33142,Children of Destiny Learning Academy,Private School,25.83039,-80.23113
33144,Nancy's Land Learning Center,Private School,25.76939,-80.33291
33175,Little Angels Preschool Corp,Private School,25.74494,-80.41698
33030,Tiny Kingdom Learning Center,Private School,25.47601,-80.49003
33010,Second Home Learning Center,Private School,25.82778,-80.28394
33010,It's a Small World Private School,Private School,25.82256,-80.27611
33147,Sparks Day Care Inc.,Private School,25.84913,-80.21763
33014,Our Lady of Lourdes Preschool & Child Care,Private School,25.88683,-80.30654
33030,First United Methodist Christian School,Private School,25.47592,-80.47825
33166,iSmile ABA School for Autism,Private School,25.82009,-80.28392
33166,Miami Springs Baptist Preschool,Private School,25.81976,-80.28765
33034,Ebenezer Christian School Inc.,Private School,25.44703,-80.48415
33142,AMC Academy,Private School,25.82926,-80.22454
33156,Kendall Christian School,Private School,25.66721,-80.33236
33016,Choo-Choo Learning Station,Private School,25.88845,-80.33241
33155,Dr. I Montealegre Senior High School,Private School,25.74423,-80.30803
33168,Mount Olives Learning Center,Private School,25.89563,-80.21222
33141,Happy Kids Private School,Private School,25.85648,-80.12352
33186,The Hammocks KinderCare,Private School,25.67988,-80.42535
33176,Center Stage Miami Private School,Private School,25.68741,-80.36353
33155,Children's Place Learning Center,Private School,25.74817,-80.33089
33176,Pinewood Acres Private School,Private School,25.68072,-80.35233
33169,Citi Innovation School Inc.,Private School,25.92411,-80.22541
33175,Bright Academy Center,Private School,25.72269,-80.41989
33018,Lincoln-Marti Community Agency 85,Private School,25.89843,-80.35578
33196,Omega Learning Center - West Kendall,Private School,25.67225,-80.44311
33012,The Learning Corner Academy Inc,Private School,25.86318,-80.30794
33033,Steve's Academy,Private School,25.49883,-80.4119
