ZIP,NAME,FACILITY_TYPE,latitude,longitude
33016,ML Tax Dist.- (p-71),Park,25.90872,-80.33485
33014,ML Tax Dist..- (p-62),Park,25.91081,-80.31515
33014,ML Tax Dist.- (p-65),Park,25.91198,-80.31555
33139,Palm Island Park,Park,25.78064,-80.16255
33133,Silver Bluff Park,Park,25.73905,-80.22928
33162,Allen Park / Deleonardis Youth Center,Park,25.92438,-80.16492
33166,City of Miami Country Club,Park,25.8128,-80.28552
33134,Phillips Park,Park,25.75772,-80.25641
33157,Colonial Drive Park,Park,25.623,-80.36684
33165,Concord Park,Park,25.73839,-80.37877
33156,Continental Park,Park,25.67648,-80.32606
33174,Coral Estates Park,Park,25.75631,-80.35073
33015,Country Club of Miami,Park,25.94602,-80.31653
33015,North Pointe Community Ctr.,Park,25.94264,-80.32095
33015,Country Club of Miami South Park,Park,25.93463,-80.32097
33015,Country Club of Miami Tot Lot,Park,25.9548,-80.32526
33015,Country Lake Park,Park,25.95053,-80.34057
33170,Debbie Curtin Park,Park,25.55496,-80.37012
33157,Palmetto Golf Course,Park,25.62503,-80.34654
33033,Palmland Park,Park,25.48538,-80.43984
33142,Partners Park,Park,25.82471,-80.23165
33138,Pelican Harbor Marina,Park,25.84899,-80.16661
33141,Pelican Island,Park,25.85359,-80.16341
33032,Pine Island Lake Park,Park,25.51702,-80.40028
33170,Pine Ridge B.M.X. Park,Park,25.56509,-80.40343
33014,ML Tax Dist.- (p-15),Park,25.90812,-80.31066
33132,City Cementary,Park,25.79342,-80.19276
33160,Pelican Community Park,Park,25.94445,-80.12358
33162,Jack Chaiken Park,Park,25.93369,-80.15647
33162,Donald E. Bonham Senior Park,Park,25.92085,-80.17645
33157,Bel Aire Park,Park,25.59737,-80.34919
33010,Ken Mattingly Park,Park,25.82017,-80.27524
33180,Highland Oaks Park,Park,25.96611,-80.153
33039,Homestead Air Reserve Park,Park,25.51265,-80.392
33033,Homestead Bayfront Park,Park,25.45589,-80.3445
33155,Humble Mini Park,Park,25.73338,-80.31777
33175,International Gardens Park,Park,25.75174,-80.39415
33179,Ives Estates Park,Park,25.97008,-80.16944
33179,Ives Estates Tot Lot,Park,25.95543,-80.17685
33167,Jeb Estates Park,Park,25.90799,-80.22717
33127,Buena Vista Park,Park,25.82391,-80.20032
33181,N. Miami Ronald L. Book Athl. Stadium,Park,25.91675,-80.149
33014,ML Tax Dist.- (p-50),Park,25.92208,-80.32361
33054,Segal Park,Park,25.9052,-80.23733
33016,Bucky Dent Park,Park,25.87542,-80.32826
33010,Triangle Park Hialeah,Park,25.82413,-80.28173
33137,Lemon City Park,Park,25.8291,-80.19527
33133,Elizabeth Virrick Park,Park,25.73075,-80.25074
33142,Melrose Park,Park,25.80408,-80.23854
33018,Veterans Park,Park,25.89423,-80.34871
33018,Westland Gardens Park,Park,25.89604,-80.37021
33157,Coral Reef Park,Park,25.63166,-80.31949
33160,Loggia Beach Park,Park,25.9663,-80.11911
33165,Francisco Human Rights Park,Park,25.74878,-80.34749
33030,Fuchs Hammock Preserve,Park,25.48611,-80.51351
33147,Gladeview Park,Park,25.83605,-80.24691
33177,Gold Coast Railroad Museum Park,Park,25.62028,-80.40433
33170,Goulds Park,Park,25.56443,-80.37656
33170,Goulds Wayside Park,Park,25.55564,-80.39049
33168,Gratigny Plateau Park,Park,25.88179,-80.21351
33160,Greynolds Park,Park,25.94245,-80.15558
33147,Gwen Cherry Park,Park,25.83893,-80.23691
33156,Hammock Lake Park,Park,25.68969,-80.27646
33196,Hammocks Community Park,Park,25.67416,-80.43938
33032,Hattie Bauer Hammock Preserve,Park,25.51817,-80.44416
33154,Haulover Beach,Park,25.91092,-80.12109
33154,Haulover Park,Park,25.91123,-80.12346
33125,Grapeland Heights Park,Park,25.78915,-80.25693
33146,"William H. Kerdyk, Jr., and Family Park",Park,25.70678,-80.28215
33162,Uleta Community Center,Park,25.93046,-80.19186
33136,Athalie Range #1,Park,25.78729,-80.20575
33150,Victory Homes Recreation Area,Park,25.84297,-80.20476
33162,ML Tax Dist.- (p-49),Park,25.91826,-80.30936
33162,Hosea Sauls Park,Park,25.92245,-80.17359
33160,Veterans Park,Park,25.94594,-80.13818
33156,Flagler Grove Park,Park,25.67444,-80.31807
33133,Kenneth Myers Park,Park,25.7271,-80.23867
33136,Pine Heights Park,Park,25.78968,-80.20919
33140,Pancoast Park,Park,25.80925,-80.12251
33014,ML Tax Dist.- (p-10),Park,25.90332,-80.30136
33014,ML Tax Dist.- (p-11),Park,25.90593,-80.30298
33014,ML Tax Dist.- (p-12),Park,25.90642,-80.30823
33014,ML Tax Dist.- (p-14),Park,25.90715,-80.30278
33014,ML Tax Dist.- (p-47),Park,25.90986,-80.30558
33014,ML Tax Dist.- (p-46),Park,25.9088,-80.30646
33014,ML Tax Dist.- (p-59),Park,25.91122,-80.3022
33014,ML Tax Dist.- (p-60),Park,25.9131,-80.30273
33014,ML Tax Dist.- (p-44),Park,25.90832,-80.30794
33030,Musselwhite Park / Senior Center,Park,25.48583,-80.47666
33030,Tatum Park,Park,25.463,-80.47978
33143,Dante Facell Park,Park,25.69077,-80.28593
33143,Murray Park,Park,25.70862,-80.28844
33010,Southeast Park,Park,25.81398,-80.26222
33141,Normandy Shores Golf Course,Park,25.85785,-80.13851
33133,Ambrister Park,Park,25.72663,-80.25815
33161,Ray Cagni Park,Park,25.89864,-80.18383
33143,Fuchs Park,Park,25.69605,-80.29812
33162,Washington Park Community Center,Park,25.91645,-80.1696
33138,Little River Commerce Park,Park,25.84886,-80.19313
33012,Goodlet Park,Park,25.85964,-80.30037
33137,Eaton Park,Park,25.83209,-80.18677
33166,Virginia Gardens Park/ Community Center,Park,25.80908,-80.30229
33125,E.G. Sewell Park,Park,25.78489,-80.22405
33166,Prince Field,Park,25.8198,-80.299
33018,Royal Oaks Park,Park,25.92341,-80.34346
33169,Rolling Oaks Park,Park,25.94438,-80.22716
33012,Earnest R. Graham Park Athletic Field,Park,25.88349,-80.29249
33181,Sans Souci Tennis Center,Park,25.88585,-80.16268
33034,Loren Roberts Park,Park,25.45419,-80.48432
33139,Marjorie Stoneman Douglas Park,Park,25.77141,-80.13202
33156,Red Road Linear Park,Park,25.68511,-80.28459
33161,Ed Burke Recreation Center,Park,25.88047,-80.17951
33014,ML Tax Dist.- (p-29),Park,25.90219,-80.3174
33014,ML Tax Dist..- (p-30),Park,25.9032,-80.31983
33125,Broward Circle Mini Park,Park,25.78942,-80.20899
33173,"Jose ""Lolo"" Villalobos Dominoes Park",Park,25.76196,-80.36685
33127,North Bay Vista Park,Park,25.82021,-80.20579
33015,Country Village Park,Park,25.94352,-80.30539
33149,Crandon Park,Park,25.7149,-80.1551
33189,Cutler Ridge Skate Park,Park,25.57339,-80.36257
33173,Sunset Park,Park,25.70052,-80.34895
33154,Surfside Beach,Park,25.87991,-80.1197
33184,Tamiami Canal Park,Park,25.76133,-80.3924
33175,Tamiami Lakes Park,Park,25.74999,-80.41111
33165,Tamiami Park,Park,25.74974,-80.37608
33184,Tamiami Trail Park (North),Park,25.76174,-80.40221
33172,The Womens Park,Park,25.77007,-80.36364
33186,Three Lakes Park,Park,25.64298,-80.40977
33192,Trail Glades Range,Park,25.77224,-80.47338
33186,Deerwood Bonita Lakes Park,Park,25.63314,-80.38944
33186,Devon Aire Park,Park,25.66997,-80.39063
33142,Drew Park,Park,25.83068,-80.22821
33160,East Greynolds Park,Park,25.93118,-80.15126
33185,Eden Lakes Park,Park,25.71954,-80.45437
33177,Eureka Park,Park,25.5979,-80.38609
33177,Eureka Villas Park,Park,25.60102,-80.42394
33031,Everglades Archers Range,Park,25.52254,-80.47508
33156,Fairchild Tropical Botanic Garden,Park,25.67702,-80.27291
33157,Fairwood Park,Park,25.61417,-80.36445
33147,Fernville Park,Park,25.8529,-80.22255
33196,Forest Lakes Park,Park,25.67362,-80.46082
33166,Miami Springs Tennis / Raquetball Facility,Park,25.82169,-80.28738
33018,Tot Lot Park,Park,25.89031,-80.36406
33166,Ragan Park,Park,25.81171,-80.26921
33181,Enchanted Forest / Elaine Gordon Park,Park,25.90131,-80.16451
33140,Beach View Park,Park,25.83105,-80.12041
33056,Betty T. Ferguson Recreational Complex,Park,25.9543,-80.25201
33162,Unnamed Park North Miami Beach,Park,25.92299,-80.17209
33143,South Miami Senior Center,Park,25.70838,-80.29309
33014,ML Tax Dist.- (p-74) Meadow Walk,Park,25.91497,-80.31203
33016,ML Tax Dist.- (p-81),Park,25.90664,-80.33855
33012,K.C. Park,Park,25.86226,-80.29115
33125,Allapattah Mini Park,Park,25.7899,-80.23053
33125,Grove Park (Median Strip),Park,25.78402,-80.22145
33149,Village Green Park,Park,25.69392,-80.16362
33137,Morningside Park,Park,25.82412,-80.17994
33014,ML Tax Dist..- (p-24),Park,25.89977,-80.31767
33014,ML Tax Dist..- (p-25),Park,25.9039,-80.31527
33014,ML Tax Dist..- (p-27),Park,25.90018,-80.31074
33014,ML Tax Dist.- (p-28),Park,25.9012,-80.32028
33180,Arthur I. Snyder Memorial Park / C.R.C.,Park,25.95016,-80.13508
33162,Dolphin Park,Park,25.93106,-80.19421
33016,ML Tax Dist.- (p-68),Park,25.91221,-80.33967
33014,ML Tax Dist.- (p-31),Park,25.9044,-80.31774
33012,Sparks Park,Park,25.87759,-80.30934
33144,Robert King High / Carlos Arboleya Camp Grnd,Park,25.77341,-80.30898
33189,Franjo Park,Park,25.58032,-80.33585
33157,Whispering Pine Park,Park,25.59237,-80.33423
33189,Saga Lake Park,Park,25.58255,-80.324
33189,Saga Bay Park,Park,25.57632,-80.32027
33189,Cutler Ridge Park,Park,25.58027,-80.35623
33136,Unnamed Park (NW 4th Ave),Park,25.79128,-80.20315
33014,ML Tax Dist.- (p-52),Park,25.92176,-80.31057
33016,ML Tax Dist.-lot 22,Park,25.91052,-80.33555
33016,ML Tax Dist..-lot 41,Park,25.90962,-80.3382
33016,ML Tax Dist.- (p-66),Park,25.91192,-80.33372
33016,ML Tax Dist..- (p-67),Park,25.91251,-80.3401
33014,ML Tax Dist.- (p-06),Park,25.90267,-80.30633
33014,ML Tax Dist.- (p-07),Park,25.90353,-80.3068
33016,ML Tax Dist.- (p-76),Park,25.90856,-80.33666
33016,ML Tax Dist.- (p-77),Park,25.90529,-80.33689
33162,Fulford Park,Park,25.93098,-80.15861
33014,North Twin lakes Park / School,Park,25.89112,-80.29681
33016,ML Tax Dist.- (p-79),Park,25.9085,-80.33531
33014,ML Tax Dist.- (p-13),Park,25.90438,-80.30787
33140,Bayshore Municipal Golf Course Par 3,Park,25.80276,-80.131
33140,Miami Beach Golf Club,Park,25.80386,-80.13584
33141,North Shore Park / Tennis Center,Park,25.85771,-80.12368
33129,Wainwright Park,Park,25.74842,-80.20466
33133,Kirk Munroe Park,Park,25.72943,-80.24406
33013,Hialeah Middle School Sports Complex,Park,25.87977,-80.26808
33144,West End Park,Park,25.76787,-80.29404
33013,James H. Bright Park,Park,25.85392,-80.26754
33125,Melreese Golf Course,Park,25.79031,-80.26015
33139,South Pointe Park,Park,25.76587,-80.13333
33181,Highland Village Community Center,Park,25.90109,-80.15727
33181,Keystone Park,Park,25.89681,-80.16041
33156,Evelyn Greer Park (Pinecrest Park),Park,25.65428,-80.32739
33016,ML Tax Dist.- (p-69),Park,25.91101,-80.33335
33016,ML Tax Dist.- (p-75),Park,25.90921,-80.33974
33016,ML Tax Dist..- (p-80),Park,25.90876,-80.33715
33016,ML Tax Dist.- (p-82),Park,25.90677,-80.33932
33161,Griffing Park / Senior Citizen Center,Park,25.88771,-80.19015
33138,Legion Memorial Park,Park,25.83647,-80.18169
33014,ML Tax Dist..- (p-26),Park,25.90071,-80.30865
33016,ML Tax Dist.- (p-70),Park,25.90913,-80.33356
33145,Shenandoah Park,Park,25.75545,-80.22926
33010,Villa Aida Adult Community Center,Park,25.82692,-80.28198
33134,Coral Gables War Memorial Youth Center,Park,25.74122,-80.26501
33167,Kiwanis Park,Park,25.88499,-80.2248
33010,Rudolph Reid Park,Park,25.84174,-80.29636
33034,Washington Park,Park,25.45938,-80.48377
33154,Veterans Park / Tennis Center,Park,25.87285,-80.12196
33129,Simpson Park,Park,25.75886,-80.19581
33138,Belle Meade Mini Park,Park,25.84615,-80.18046
33132,Bicentennial Park,Park,25.78475,-80.187
33014,Palm Lakes Park,Park,25.89134,-80.31707
33030,Losner Park,Park,25.47064,-80.47765
33033,Dunwoodie Park,Park,25.47448,-80.44978
33162,Snake Creek Linear Park,Park,25.93149,-80.16995
33127,Pullman Mini Park,Park,25.82064,-80.19654
33130,Ernesto Lecuona Park,Park,25.77207,-80.20991
33030,Angelo Mistretta Park,Park,25.4794,-80.47435
33030,Robey George Park,Park,25.46752,-80.48994
33030,Wittkop Park,Park,25.47852,-80.48462
33014,ML Tax Dist.- (p-45),Park,25.90875,-80.30689
33125,Allapattah Mini Residential,Park,25.78931,-80.22172
33141,North Shore Beach Community Center,Park,25.85787,-80.12004
33141,Allison Park,Park,25.84754,-80.11961
33138,Little Haiti Park,Park,25.83444,-80.19106
33134,Ferdinand Park,Park,25.74888,-80.28617
33136,Henry Reeves Park,Park,25.78305,-80.20391
33130,Riverside Park,Park,25.77035,-80.20666
33160,Samson Oceanfront Park,Park,25.93756,-80.12067
33146,Granada Park,Park,25.72273,-80.27283
33156,Solano Prado,Park,25.68608,-80.25979
33133,Nellie B. Moore Park,Park,25.72601,-80.25963
33133,Sunrise Harbor Park,Park,25.70809,-80.25319
33134,Young Park,Park,25.75005,-80.27467
33166,Charles B Stafford Park,Park,25.81246,-80.27201
33166,Deleon Park,Park,25.81748,-80.27793
33166,Dove Avenue Park,Park,25.82938,-80.29211
33180,Don Soffer Exercise Trail,Park,25.96011,-80.1393
33180,Founders Park SplashPad,Park,25.9522,-80.138
33180,Waterways Dog Park,Park,25.97389,-80.13339
33149,Key Biscayne K-8 Center Field,Park,25.68983,-80.16652
33133,Merrie Christmas Park,Park,25.71143,-80.25998
33133,Dinner Key Auditorium & Marina,Park,25.72805,-80.23595
33133,Elizabeth Steele Park,Park,25.74071,-80.21945
33137,Martell Park,Park,25.81105,-80.18566
33132,Margaret Pace Park,Park,25.79398,-80.18584
33125,Formerly Orange Bowl Stadium,Park,25.77803,-80.21965
33149,Virginia Key Park,Park,25.74217,-80.15089
33174,Ronselli Park,Park,25.76598,-80.38178
33162,Aqua Bowl Park,Park,25.91874,-80.16034
33162,Barry Silverman Park,Park,25.92451,-80.15964
33134,Alhambra Water Tower,Park,25.75269,-80.28495
33134,Alcazar plaza,Park,25.75212,-80.26931
33138,Sherwood Forest Indian Mound,Park,25.85412,-80.19126
33010,Three Friends Park,Park,25.81162,-80.26389
33146,Enrique “Henry” Cepero Memorial Park,Park,25.7283,-80.28085
33146,Carlos S. Kakouris Park,Park,25.72495,-80.27964
33034,Fasulo Park,Park,25.4419,-80.4923
33162,Senator Gwen Margolis Amphiteatre,Park,25.9284,-80.16764
33125,Glen Royal Park,Park,25.77349,-80.23284
33131,Brickell Plaza Mini Park,Park,25.76471,-80.19269
33157,Perrine Wayside Dog Park,Park,25.61845,-80.34523
33014,ML Tax Dist.- (p-58),Park,25.92195,-80.30451
33014,ML Tax Dist..- (p-61),Park,25.91419,-80.30302
33014,ML Tax Dist.- (p-01),Park,25.91927,-80.31848
33014,ML Tax Dist..- (p-03) loch lomond,Park,25.92078,-80.31335
33014,ML Tax Dist.- (p-40),Park,25.91326,-80.31503
33014,ML Tax Dist.- (p-41),Park,25.91555,-80.31308
33014,ML Tax Dist.- (p-48),Park,25.91582,-80.31266
33014,ML Tax Dist.- (p-51),Park,25.92334,-80.31534
33181,North Maimi Interama Property,Park,25.9048,-80.1489
33143,Brewer Park,Park,25.71775,-80.29627
33154,Surfside Park,Park,25.88647,-80.12733
33154,Hawthorne Tot Lot,Park,25.87612,-80.12951
33139,Flamingo Park & Pool,Park,25.78394,-80.13725
33154,Surfside Community Center,Park,25.88174,-80.1219
33128,Lummus Park,Park,25.77631,-80.20131
33141,Stillwater Park,Park,25.86945,-80.12906
33136,Dorsey Park,Park,25.79226,-80.19607
33161,Senator Gwen Margolis Community Center,Park,25.88907,-80.16661
33014,McDonald Park,Park,25.89077,-80.3058
33169,Andover Park,Park,25.96711,-80.20461
33169,Norwood Park,Park,25.9519,-80.22492
33143,Palmer Park,Park,25.71326,-80.30354
33127,Moore Park,Park,25.81117,-80.2095
33160,Eastern Shore Tot Lot,Park,25.93189,-80.13608
33054,Ingram Park,Park,25.90554,-80.23313
33125,Miami River Rapids,Park,25.79323,-80.24203
33127,Miller Dawkins Mini Park,Park,25.81933,-80.20996
33135,Cuban Memorial Blvd,Park,25.75862,-80.21627
33133,Dinner Key Picnic Islands,Park,25.72398,-80.23597
33140,Morningside Picnic Islands,Park,25.82435,-80.16941
33133,West Islands,Park,25.72647,-80.23083
33141,La Gorce Tot Lot,Park,25.84408,-80.12693
33166,Circle Park,Park,25.82127,-80.28158
33139,Collins Park,Park,25.79714,-80.12911
33010,Walker Park / Pool,Park,25.84717,-80.29925
33056,Myrtle Grove Park,Park,25.93624,-80.25204
33141,Parkview Island Park,Park,25.85878,-80.12566
33181,Biscayne Bay Park,Park,25.90206,-80.14351
33155,West Miami Recreation Center,Park,25.75461,-80.2967
33133,Coconut Grove Tennis Courts,Park,25.73024,-80.24101
33128,Paul S Walker Park,Park,25.77388,-80.19454
33162,Government Center Victory Park,Park,25.93221,-80.16121
33010,Cotson Park,Park,25.84304,-80.29274
33160,Arthur I. Snyder Tennis Complex,Park,25.93072,-80.15365
33160,Golden Shores Community Park,Park,25.95348,-80.12185
33161,Breezeswept Tot Lot,Park,25.89022,-80.1941
33138,Miami Shores Country Club,Park,25.87116,-80.18249
33035,Audubon Park,Park,25.45634,-80.45513
33030,Blakey Park,Park,25.46374,-80.49401
33162,Carter Tyree,Park,25.92486,-80.17019
33160,Heritage Park,Park,25.955,-80.12097
33160,Bella Vista Bay Park,Park,25.92945,-80.12942
33134,Fred B. Hartnett Ponce Circle Park,Park,25.74606,-80.25859
33149,Lake Park,Park,25.68886,-80.16319
33160,Oceania Park,Park,25.92762,-80.12246
33149,East Enid Linear Park,Park,25.68911,-80.16204
33035,Mayor Roscoe Warren Park,Park,25.44919,-80.45604
33138,Miami Shores Aquatic Center,Park,25.87162,-80.17324
33157,Ludovici Park,Park,25.60692,-80.31132
33189,Lakes By the Bay Park,Park,25.56572,-80.32835
33189,Lincoln City Park#2,Park,25.56813,-80.35164
33178,Trails & Tails Park,Park,25.81832,-80.38381
33172,Veterans Park,Park,25.80388,-80.36157
33174,Carlow Park,Park,25.76449,-80.36716
33034,Community Center,Park,25.44836,-80.48575
33162,Columbia Tot Lot,Park,25.93837,-80.17472
33162,Schreiber Tot Lot,Park,25.93414,-80.17216
33127,South Bay Vista Park,Park,25.81802,-80.20558
33160,South Park,Park,25.96319,-80.12129
33014,Picnic Park East,Park,25.91083,-80.29937
33141,Brittany Bay Park,Park,25.84598,-80.12154
33014,ML Tax Dist.- (p-16),Park,25.90649,-80.31196
33014,ML Tax Dist.- (p-17),Park,25.90639,-80.31405
33035,Homestead Motor Sports,Park,25.45196,-80.40909
33134,William H. Kerdyk Biltmore Tennis Center,Park,25.74061,-80.27733
33014,ML Tax Dist.- (p-23),Park,25.89976,-80.31389
33144,Cooper Park,Park,25.75673,-80.28947
33125,Curtis Park Sport Complex,Park,25.79266,-80.23452
33138,Oakland Grove Mini Park,Park,25.8529,-80.19111
33016,Miami Lakes Park West (p-74),Park,25.91033,-80.33229
33056,Miami Carol City Park / Lake Lucerne,Park,25.94284,-80.25457
33133,Lincoln Park,Park,25.73428,-80.24078
33010,Ethel Primus Park,Park,25.84281,-80.2905
33150,Belafonte-Tacolcy Park,Park,25.83172,-80.21132
33141,Normandy Isle Park & Pool,Park,25.8521,-80.13779
33174,James M. Beasley Linear Park,Park,25.76154,-80.37688
33141,Unnamed Park Miami Beach,Park,25.8595,-80.12803
33125,Unnamed Park (NW 16th Ave),Park,25.7795,-80.22199
33014,ML Tax Dist.- (p-38),Park,25.90905,-80.31248
33014,ML Tax Dist.- (p-39),Park,25.90971,-80.31216
33014,ML Tax Dist.- (p-08),Park,25.90198,-80.30516
33141,Fairway Park,Park,25.85902,-80.13076
33139,Flagler Memorial Monument,Park,25.78537,-80.15276
33018,Golden Eagle Park,Park,25.8911,-80.35851
33180,Waterway Park,Park,25.97359,-80.13593
33014,ML Tax Dist.- (p-42),Park,25.90989,-80.31997
33018,Vietnam Veteran Memorial Park,Park,25.89038,-80.36807
33018,Joe Sherron Park,Park,25.87928,-80.34296
33018,Linear Park Hialeah Gardens,Park,25.87478,-80.33954
33162,Patricia A. Mishcon Athletic Field,Park,25.92871,-80.16857
33156,Unnamed Park (Conde Ave),Park,25.67055,-80.2782
33138,Memorial Park,Park,25.86106,-80.19364
33138,North Bayshore Park,Park,25.8636,-80.17101
33139,Maurice Gibbs Memorial Park,Park,25.79271,-80.14472
33140,Polo Park,Park,25.81593,-80.13432
33139,Lummus Park / Oceanfront Auditorium,Park,25.78052,-80.12991
33140,Fisher Park,Park,25.82589,-80.13166
33139,Belle Isle Park,Park,25.79105,-80.14809
33139,Washington Ave. Dog Park,Park,25.77153,-80.13445
33137,Stearns Park,Park,25.81205,-80.18586
33130,Triangle Park Miami,Park,25.76306,-80.20096
33127,Crestwood Park,Park,25.8192,-80.214
33014,Hialeah - Miami Lakes,Park,25.89697,-80.30473
33134,Salvadore Park Tennis Center,Park,25.7473,-80.27805
33139,South Shore Community Center,Park,25.77603,-80.1368
33181,Alfred S. Besade Family Park,Park,25.88715,-80.16168
33133,Peacock / K. Myers Park,Park,25.72591,-80.24065
33150,Athalie Range Park,Park,25.83415,-80.20469
33143,Jean Willis Park,Park,25.70341,-80.29269
33128,Henderson Park,Park,25.77609,-80.21027
33132,Watson Island Park,Park,25.7836,-80.17728
33140,Indian Beach Park,Park,25.82093,-80.12174
33135,Maximo Gomez Park,Park,25.7655,-80.21939
33136,Williams Park,Park,25.79232,-80.20229
33166,Tobie Wilson Park,Park,25.84537,-80.31216
33016,ML Tax Dist..- (p-72),Park,25.90898,-80.33668
33178,Doral Meadow Park,Park,25.82756,-80.38477
33146,Orduna Dr-Miller Rd Triangle Park,Park,25.71992,-80.26852
33136,Town Park,Park,25.79071,-80.20087
000.0,Bill Baggs Cape SP,Park,0.0,0.0
33160,Oleta River State Park,Park,0.0,0.0
000.0,The Barnacle Historic SP,Park,0.0,0.0
33161,Liberty Gardens Park,Park,25.89064,-80.18403
33014,ML Tax Dist.- (p-55 library site),Park,25.92353,-80.30845
33014,ML Tax Dist.- (p-56),Park,25.9223,-80.30724
33014,ML Tax Dist.- (p-57),Park,25.9223,-80.30608
33126,Kinloch Park,Park,25.7765,-80.27088
33156,Coral Bay Park,Park,25.65417,-80.28308
33141,Galleon Street Tot Lot,Park,25.84564,-80.14802
33141,Paul Vogel Park,Park,25.85117,-80.16026
33156,Pinecrest Community Center,Park,25.66893,-80.28679
33141,North Shore Open Space Park,Park,25.86762,-80.1205
33130,South Side Park,Park,25.76299,-80.19599
33138,Miami Shores Optimist Park,Park,25.86123,-80.19301
33162,Milton Littman Park,Park,25.94099,-80.18931
33126,Antonio Maceo Park,Park,25.77902,-80.27892
33014,ML Tax Dist.- (p-18),Park,25.9048,-80.31365
33014,ML Tax Dist..- (p-19),Park,25.90486,-80.31205
33014,ML Tax Dist.- (p-20),Park,25.9061,-80.31085
33014,ML Tax Dist.- (p-21),Park,25.9036,-80.31181
33014,ML Tax Dist..- (p-22),Park,25.90227,-80.31395
33016,Bernie Wilson Park/ Brothers to the Rescue,Park,25.86766,-80.3392
33132,Bayfront Park,Park,25.77565,-80.18618
33030,James Archer Smith Vita Park,Park,25.48128,-80.48251
33139,Miami Beach Center / Holocaust Memorial,Park,25.79553,-80.13573
33030,SW Mini Park,Park,25.4648,-80.4831
33160,Jown Tweedle Park,Park,25.95767,-80.12072
33133,Coconut Grove Mini Park,Park,25.72763,-80.24846
33131,Brickell Park,Park,25.76798,-80.18912
33130,Jose Marti Park,Park,25.77037,-80.20059
33138,El Portal Tot Lot,Park,25.85462,-80.18778
33012,Milander Park,Park,25.86518,-80.28496
33145,Coral Gate Park,Park,25.75836,-80.24619
33134,Granada Golf Course,Park,25.75215,-80.27539
33162,NMB Passive Park on Canal,Park,25.92874,-80.16002
33134,Country Club Prado,Park,25.75565,-80.2864
33132,Central Miami Mini Park,Park,25.78872,-80.19441
33133,Douglas Park,Park,25.73985,-80.25312
33142,Charles Hadley (Manor) Park,Park,25.81993,-80.21871
33014,Timothy H. Artman Park,Park,25.88927,-80.31401
33143,Marshall Williamson Park,Park,25.70829,-80.29232
33135,Bryan Park,Park,25.7608,-80.23257
33054,Sherbondy Park,Park,25.90596,-80.25328
33134,Venetian Pool,Park,25.74571,-80.27317
33140,Muss Park,Park,25.81741,-80.13083
33127,Rainbow Village Mini Park,Park,25.79692,-80.20205
33169,North Dade Optimists Club,Park,25.95244,-80.22077
33056,Brentwood Pool,Park,25.94545,-80.24904
33169,Scott Park,Park,25.93677,-80.22808
33054,Bunche Park and Pool,Park,25.91651,-80.23736
33178,Morgan Levy Park,Park,25.82293,-80.36316
33141,Biscayne Elementary Park,Park,25.86137,-80.12776
33010,Benny Babcock Park & Pool,Park,25.82761,-80.27137
33167,Sunkist Grove Center,Park,25.88882,-80.22093
33014,Miami Lakes Optimist Park,Park,25.91981,-80.30721
33016,ML Tax Dist.-lake sandra area,Park,25.90876,-80.33329
33127,Roberto Clemente Park,Park,25.80872,-80.1984
33012,Leon H. O'Quinn Park,Park,25.878,-80.28653
33139,21 Street Recreation Center,Park,25.79733,-80.13271
33014,ML Tax Dist.- (p-53),Park,25.91279,-80.31843
33014,ML Tax Dist.- (p-43),Park,25.9101,-80.31944
33014,ML Tax Dist.- (p-32),Park,25.90682,-80.31918
33014,ML Tax Dist..- (p-33),Park,25.90874,-80.3018
33014,ML Tax Dist.- (p-34a & b),Park,25.91193,-80.30128
33014,"ML Tax Dist.- tract ""a"" (park site)",Park,25.89926,-80.30748
33162,Edna Moffat Blvd,Park,25.93315,-80.16734
33018,Unnamed Park Miami Lakes,Park,25.90265,-80.3474
33014,"ML Tax Dist.- lot ""d""",Park,25.89939,-80.31762
33160,Senator Gwen Margolis Park,Park,25.94055,-80.12505
33160,Town Center Park,Park,25.93592,-80.12243
33155,South Miami Park,Park,25.73067,-80.29076
33143,Dison Park,Park,25.69643,-80.28662
33143,Van Smith Park,Park,25.69851,-80.28969
33143,All-America Park,Park,25.70701,-80.29813
33157,Thalatta Estate Park,Park,25.61029,-80.30917
33140,La Gorce Golf Course,Park,25.83581,-80.12723
33131,Fort Dallas Mini Park,Park,25.77091,-80.19207
33131,Miami River Walk,Park,25.76967,-80.18992
33162,Martin Luther King Park,Park,25.91837,-80.16985
33138,Little River Pocket Park,Park,,
33196,West End District Park,Park,25.65838,-80.45291
33014,Gardens Of the Arts,Park,,
33194,Everglades NP - Shark Valley,Park,,
33034,Everglades National Park,Park,,
33010,Entry Plaza Park,Park,,
33033,Biscayne National Park,Park,,
33016,Picnic Park West,Park,,
33018,NW 170 ST GreenWay Trail,Park,,
33166,Downtown Doral Park,Park,,
33010,KW,Park,,
00nan,Sansol,Park,,
33160,Gateway Park,Park,,
33160,Intracoastal Parks,Park,,
33149,401 Hampton,Park,,
33149,Civic Park,Park,,
33149,Dog Park,Park,,
33149,Key Biscayne Community Center,Park,,
33149,Calusa Park,Park,,
33149,Beach Park,Park,,
33162,Y.E.S. Center/Marjorie & William McDonald Cen,Park,,
00nan,,Park,,
33146,Toledo and Alava Open Space,Park,,
33134,Balboa Plaza,Park,,
33146,Betsy Adams and the Coral Gables Garden Club,Park,,
